AgeMonths,RelativeDeviation,FeedsStdDev,PctDaysOutOfRange,Label
1,3.92804,0.902849,0.641398,Warning
2,-1.25845,0.724056,0.54246,Normal
18,-1.23345,0.104576,1,Critical
8,2.5278,0.864558,0.589399,Normal
21,0.534123,0.412887,0.108162,Normal
16,-3,0,0.180083,Normal
12,1.8734,0,0.787092,Warning
9,-0.935333,0.71794,0.0198854,Warning
17,-3,0.540599,0.390528,Normal
9,-2.9408,0.510995,0.732137,Warning
23,-1.07012,0.921592,0.990622,Warning
7,1.99397,0.215406,0.98516,Critical
20,-0.460384,0.299115,0.0995981,Normal
21,-3,0.74613,1,Critical
15,-0.00893376,0.066207,0.22474,Normal
15,2.39581,0.327601,0.715643,Warning
4,0.808632,0.416016,0.0695377,Normal
19,-0.320301,0.466563,0.588889,Normal
3,0.28964,0.638457,0.433844,Normal
16,-2.20624,0.454474,1,Critical
3,0.656002,0.371492,0.656948,Warning
0,1.23748,0.618843,0.893252,Warning
10,-0.605576,0.59387,0.492333,Normal
11,-2.31663,0.403935,0.202103,Normal
19,0.237966,0.562324,0,Normal
10,2.41627,0.521626,0.842704,Warning
3,-3.08953,0.814292,0.337437,Normal
17,0.719476,0.42781,0.150625,Normal
15,-0.0781656,0.207493,0.438858,Normal
17,-0.981688,0.654517,0.473245,Normal
8,1.04148,0.783113,0.592065,Normal
15,-0.248341,0,0,Warning
2,2.85255,0.514392,0.429755,Normal
8,-0.334405,0.646914,0.211771,Normal
5,3.00204,0.310733,0.741113,Warning
18,2.5456,1.17068,1,Critical
8,3.4402,0.62407,0.680644,Normal
13,-1.39615,0,0.0896481,Normal
11,-1.32678,0.0967573,0.576874,Normal
18,-1.25258,0,0.966946,Warning
18,-1.97774,0.534876,0.597064,Normal
13,-2.82027,1.08038,0.876755,Warning
9,-2.66587,0.197726,0.87721,Warning
14,0.686112,0.893232,0.334313,Normal
8,1.0677,1.47084,1,Warning
1,-2.56573,0.448715,0.50105,Normal
6,-0.796984,0.566078,0.257027,Normal
6,2.33646,0.586794,0.592799,Normal
18,-0.501901,0.370131,0.383046,Normal
8,5.06936,0.254507,0.938945,Critical
11,-0.42195,0.38739,0,Normal
9,0.296536,0.0836682,0.745056,Normal
14,-0.290265,0.290007,0.275658,Normal
20,2.67999,0.750676,0.600055,Warning
14,3.13883,0.128052,0.622868,Warning
23,-0.166694,0.432758,0,Normal
1,1.11164,0.910313,0.789139,Warning
22,1.23116,0.380939,0.913451,Critical
22,0.347426,0.686141,0.132113,Warning
17,0.443881,0.644455,0.108038,Normal
19,0.222483,0.234629,0.292201,Normal
17,1.35975,1.29697,0.815712,Warning
12,-0.85033,0.40263,0.511602,Normal
1,0.595309,1.03744,0,Normal
3,0.766531,0.744208,0.2613,Normal
12,-0.385392,0.882522,0.261442,Normal
20,-3,0.207346,0.215355,Normal
22,0.0118759,0.18654,0,Normal
2,2.28655,1.19617,0.685649,Warning
1,0.728098,0.375903,0.678374,Warning
4,-0.634782,0.526674,0.128011,Normal
1,2.76259,0.55336,0.680315,Warning
16,-2.11289,1.24378,0.566657,Normal
10,-0.220336,0.537719,0.354926,Normal
20,-1.97194,0.528639,0.902217,Critical
4,-0.194786,0.218061,0,Normal
16,1.85395,0.904178,0.812481,Warning
22,0.477171,0,0,Normal
10,0.375834,0.776287,0.0455155,Warning
6,0.091022,0.693666,0.97347,Normal
5,-0.787698,0.577857,0.339879,Normal
2,0.600495,0.310335,0.560808,Normal
1,-0.468109,0.435612,0,Normal
0,1.21504,0.432909,0.447905,Normal
7,-3.48339,1.16686,0.7369,Warning
18,-0.459042,0.852528,0.2931,Normal
17,-0.0232972,1.25791,0.283824,Normal
1,-2.27837,0.748248,0.854582,Warning
18,-3,0.0223118,0.452721,Normal
9,-1.95166,1.15954,0.562056,Normal
22,4.25189,0.677842,0.597413,Normal
12,1.28572,0,0.437045,Normal
13,-1.75876,0.921709,0.898111,Warning
6,1.18612,0.188431,0.85593,Warning
20,-0.842821,0.468636,0.213662,Normal
9,0.914026,0.207083,0.163153,Normal
7,-0.302493,0.427779,0.409539,Normal
8,0.333486,0.889124,0.467137,Normal
23,-0.0140706,0.518279,0.064405,Normal
9,-1.8475,1.13455,0.825616,Warning
22,0.16196,1.19415,0,Normal
20,2.11606,1.13406,1,Warning
22,-0.319304,0.557576,0.182745,Normal
19,-2.23546,0.257497,1,Critical
8,-0.29881,0.476955,0,Normal
23,0.340105,0.753189,0.491297,Normal
6,-0.605944,0.204453,0.541045,Normal
17,0.906378,0.492315,0.533367,Normal
13,0.140774,1.07392,0.200306,Normal
12,2.47371,0.00050588,1,Critical
8,0.4981,0,0.230943,Normal
19,1.29486,1.24535,0.354924,Normal
13,-0.681015,0.522696,0.543654,Normal
21,0.266528,0.540673,0.519147,Normal
9,-1.90415,0.698726,0.754364,Warning
0,-0.587104,0.863642,0.446583,Normal
12,0.630725,0.898326,0,Normal
6,2.99703,0.0399433,0.830212,Warning
2,0.593317,0.938945,0.434407,Normal
16,0.281038,0.652194,0.237573,Normal
12,1.1028,0.715968,0.667771,Warning
15,0.831841,0.744507,0.202278,Normal
15,0.764705,0.577869,0.286224,Normal
4,1.15021,0.64628,0.808221,Warning
13,-0.152513,0.539218,0.178116,Normal
3,-1.64504,0.985547,0.653073,Warning
0,-0.834279,0.42907,0.337424,Normal
15,0.0103464,1.05592,0.196272,Normal
14,-0.350332,0.993961,0.16804,Normal
7,1.17424,0.400808,1,Warning
12,1.53735,0.253481,1,Critical
15,-1.4986,1.01539,0.101082,Normal
19,2.6958,0.506609,1,Critical
10,3.22032,0.740418,0.535241,Normal
2,-2.97493,0.95455,0.766081,Warning
16,1.47913,1.16201,0.788814,Warning
5,-1.87711,0.603443,0.403098,Normal
13,1.10845,0.688072,0.780211,Warning
17,0.771881,0.248474,0.24854,Normal
9,-0.893783,0.874332,0,Normal
18,0.776106,0.546262,0,Normal
0,-2.37458,1.25727,0.868283,Critical
8,3.95026,1.08468,0.710393,Warning
17,-0.603708,0.664532,0.300852,Normal
7,0.310993,0.81092,0.211873,Normal
1,-0.307187,0.261162,0.344114,Normal
17,-0.816727,0.691349,0.417515,Normal
8,-0.45073,1.40012,0.319412,Normal
15,-0.359024,0.325349,0,Normal
2,1.74248,1.16196,1,Critical
14,-0.0918562,0.568519,0.137875,Normal
23,-0.460122,0.707956,0.0425488,Normal
16,0.610525,0.295038,0.199306,Normal
2,-3.13539,0.510639,0.683958,Warning
1,-0.939952,1.1682,0.41415,Normal
17,1.02328,0.940112,0.7561,Warning
14,-0.37814,0.485632,0,Normal
1,-2.99004,1.03725,0.840185,Warning
17,0.223349,0,0.23434,Normal
10,-3,0.572404,0.327854,Normal
18,0.433495,1.35455,0.0782994,Normal
19,0.44333,0.314278,0.327723,Normal
21,3.87168,0.8196,0.520336,Normal
9,2.24525,0.510333,0.688808,Warning
6,0.268202,0.664154,0.0784017,Normal
14,-0.909759,0.398515,0.258936,Normal
4,2.19767,0.699311,0.407745,Normal
11,-1.29716,1.0748,0.616989,Warning
12,1.26633,0.950038,0.647226,Warning
20,-2.74277,0.539146,0.719702,Warning
12,4.23526,0.371925,0.86324,Warning
0,-0.847513,0.297641,0.415608,Normal
3,-0.00332191,0,0.367551,Normal
2,3.16501,0.28686,0.698501,Warning
4,-0.755996,0.557676,0.047864,Normal
5,0.490478,0.608857,0,Warning
23,1.12297,0.73811,0.73188,Warning
6,0.373267,0.882381,0.921713,Normal
5,0.681832,0.774084,0.489507,Normal
2,0.0150271,0.740851,0.687135,Normal
15,-0.746605,0.802788,0.988019,Warning
3,0.159589,0.44188,0,Normal
3,0.272348,0,0.290784,Normal
18,0.193023,0.206398,0.201747,Normal
20,4.1973,0.699843,0.38639,Normal
13,0.529125,0.292147,0.532343,Normal
20,-0.917534,0.554335,0.24818,Warning
22,-1.06517,0.38245,0.962805,Warning
8,-0.652587,0.393215,0.520417,Normal
16,0.249072,0.790599,0.82338,Normal
6,0.731453,0.489882,0.199855,Normal
11,0.565853,0.971804,0.398456,Normal
13,-1.68564,0.79472,0.899494,Warning
5,1.30297,0,1,Critical
6,-0.229686,0.348375,0.14009,Normal
0,-0.674261,0.162513,0.208597,Normal
14,-3,0.460264,0.481161,Warning
4,-2.01331,0.790083,0.600184,Warning
0,-2.24027,1.63216,0.845853,Warning
17,-0.487595,0.299969,0.335595,Normal
19,2.14897,0.3546,0.391612,Warning
22,-2.18204,0.876858,0.661769,Warning
13,2.0773,1.12846,1,Critical
1,-0.449955,0.808678,0.189632,Normal
18,-0.90366,0.478152,0.293791,Normal
18,0.0133672,0.606935,0.746399,Normal
9,0.113721,0.392083,0.412655,Normal
4,0.50987,0.156425,0.402797,Normal
15,-2.49613,1.06245,0.99095,Critical
3,2.3317,0.386576,0.817547,Warning
7,-1.92172,0.377726,0.458274,Normal
19,0.562066,0.090175,0.468769,Normal
18,2.97853,0.906417,0.622019,Warning
9,-0.495373,0.13637,0.0130816,Normal
1,-0.645492,0.915165,0.0367252,Normal
5,0.0463918,0.426363,0.497606,Normal
21,0.214478,1.04276,0.240906,Normal
3,-3.09716,1.07458,0.734433,Warning
10,-0.514975,0.632079,0,Normal
20,-0.104561,0.815522,0.30591,Normal
20,-0.665442,0.640498,0.324044,Normal
17,-0.131142,0.276166,0.238618,Normal
11,2.32307,0.181878,1,Critical
14,0.375424,0.5037,0.556369,Normal
0,-1.83544,0.71217,0.44925,Normal
9,-0.273522,0.712944,0.15759,Normal
4,1.9153,0.769345,0.330615,Normal
11,-2.6307,0.944064,0.486407,Normal
4,-1.40458,0,1,Critical
19,-3,0.816557,0.715182,Warning
23,-2.26003,0.149608,1,Critical
8,-1.94772,0,1,Critical
20,-1.07711,1.01787,0.894455,Warning
1,-0.513459,0.904635,0,Normal
18,-1.26571,0.676741,0.669277,Warning
17,3.23912,0.964299,1,Critical
21,1.73755,0.592133,0.576071,Normal
22,-0.810524,0.967911,0.0451964,Normal
15,-2.45638,0.764608,0.444949,Normal
21,0.734223,0,0.144409,Normal
1,0.520867,0.872544,0,Normal
2,-1.174,0.806336,0.82912,Warning
8,0.691428,1.25216,0,Normal
2,-1.50212,1.04071,0.177669,Normal
8,-0.856445,0.305041,0.0893104,Normal
21,0.289335,0.72054,0.153786,Normal
14,3.40997,0.343757,0.802543,Warning
8,-2.99289,0.552739,0.784062,Warning
12,-0.591607,0.510287,0.214603,Normal
0,1.87703,0.546289,0.640895,Warning
13,1.74058,0.608377,0.6752,Warning
13,-1.95806,0.348102,0.70852,Warning
12,2.05243,0.0620267,0.825891,Warning
20,0.399435,1.23825,0.107174,Normal
2,2.36568,0.200132,0.70827,Normal
9,-2.53045,0.790511,1,Critical
6,-1.188,0.119088,0.814018,Warning
2,-2.70228,0.114965,0,Normal
12,-0.531518,0.358194,0.226762,Normal
23,0.880713,0.844213,0.568766,Normal
0,-0.158208,0.227422,0.0377525,Normal
20,1.80201,0.101699,0.532143,Normal
5,0.331357,0.0397582,0.180272,Normal
22,-0.655125,0.481358,0.525409,Normal
1,1.19931,0.867146,0.625363,Warning
6,1.52083,1.35975,0.800337,Warning
4,0.444569,0.688024,0.0854528,Normal
8,2.69929,0.380431,0.70555,Warning
22,0.403692,0.0516404,0.362143,Normal
7,0.800405,0.280005,0.477876,Normal
16,0.184329,0.531863,0.258721,Normal
11,-0.88733,0.602489,0,Warning
20,0.739382,0.120159,0.44126,Normal
1,-2.70951,0.212755,0.660058,Warning
7,0.189324,0.0390207,0.0611322,Normal
21,1.50705,0.980323,0.580328,Normal
1,-0.591269,0.723912,0.0407276,Normal
19,1.59862,0.790566,1,Critical
11,0.0881263,0.167542,0.438535,Normal
13,3.1494,0.540689,1,Critical
2,0.2144,0.35195,0.0528689,Normal
12,1.77599,0.495055,0.751459,Warning
10,-0.856458,0.877145,0.246435,Normal
21,-1.00046,0.839139,0.653427,Warning
12,-2.71298,0.719084,0.118015,Normal
1,1.70268,0,1,Critical
21,2.13996,0.283319,1,Critical
17,2.0222,0.425761,0.391998,Normal
6,0.672529,0.243815,0.292921,Normal
23,-3,1.01764,0.72627,Warning
23,-1.84638,0.69137,1,Critical
19,0.999631,0.939778,0.407317,Normal
0,0.583939,0.708966,0.65689,Warning
15,-0.128858,0.342118,0.328145,Normal
21,-0.538403,0.209711,0,Normal
23,-0.194159,0.272613,0.0569492,Normal
14,-2.27969,0.8512,0.650845,Warning
21,-0.37303,0.446513,0.0696449,Normal
11,0.397345,0.628001,0.547805,Normal
7,0.36726,0.460061,0.100969,Normal
13,-2.44744,1.12733,0.825658,Warning
12,1.74131,0,0.817019,Warning
22,-0.462703,0.395608,0.225188,Warning
5,2.4361,0,1,Critical
7,-0.0721775,0.537182,0.20236,Warning
16,3.10821,0.604274,0.945764,Critical
11,-1.16047,1.18755,0.459363,Normal
14,-2.0021,1.28011,0.972761,Critical
3,-1.75678,0.415485,0.616941,Warning
17,2.2572,0.533298,1,Critical
10,-0.430614,0.609761,0.313099,Normal
13,1.24368,0.00294788,0.974218,Critical
14,-1.76051,0,0.549591,Normal
17,3.34084,1.17563,0.596161,Normal
17,1.70827,0.269737,0.67299,Warning
18,1.00954,0.584759,0.699954,Warning
16,-0.787668,1.09432,0.228787,Normal
21,-0.327115,0.445273,0,Warning
13,-0.738152,0.682465,0.314907,Normal
15,2.83117,0.347014,0.745707,Warning
15,0.538821,0.359286,0,Normal
20,-0.153008,0.371306,0.426903,Normal
16,-0.56598,0.497498,0.0812835,Normal
12,-1.35178,0.228108,0.659663,Warning
19,-1.28828,0.871679,0.52024,Normal
11,-0.052603,0.531316,0.18918,Normal
2,0.144294,0.385875,0.801889,Normal
23,-2.37555,1.11893,0.871416,Warning
9,-1.76375,0.535408,0.710543,Warning
7,-0.0126564,1.05892,0.0377549,Normal
20,2.52193,0.00705963,1,Critical
9,-2.07148,1.0189,0.468813,Normal
18,-0.361494,0.808766,0.22755,Normal
22,-1.29988,1.06504,0.207873,Normal
17,0.360994,0.481922,0.191039,Normal
20,-1.27802,0.331217,0.48923,Normal
4,-2.61367,0.690412,0.841754,Warning
16,1.31614,0.447765,0.496035,Normal
18,-1.85608,0.00792854,0.695848,Warning
3,-1.07957,0.33783,1,Warning
14,0.954984,0.439142,0.0715006,Normal
6,0.160061,1.18116,0.25397,Normal
20,2.55749,0.762648,0.664339,Warning
15,-0.760556,0.475624,0,Normal
14,2.34788,0.163327,1,Critical
0,-0.184438,1.2247,0.715159,Normal
5,0.381701,0.34545,0.400871,Normal
7,0.736174,0.674827,0.585063,Normal
23,1.28951,0.342082,0.716944,Warning
10,1.27878,1.17496,0.835663,Warning
3,1.37833,0.136498,1,Critical
21,-2.20837,1.24403,0.696677,Warning
7,-2.05816,1.1157,0.974297,Critical
3,0.466606,0.78192,0.651001,Warning
8,2.83346,0.26906,0.216784,Normal
2,-2.21524,0.944048,0.653142,Warning
3,2.52388,0.788346,1,Critical
22,-2.69845,0.644623,0.99614,Critical
18,-2.68445,0.810211,0.312658,Normal
7,0.187968,0.674334,0.510257,Normal
0,0.25641,0.361926,0.621192,Normal
8,0.746307,0.979861,0.608634,Warning
19,-0.0152177,0.229054,0.097615,Normal
13,1.1666,0.78043,0.868161,Warning
22,-2.69358,0.595285,1,Critical
21,-0.246451,0.478429,0.536223,Normal
0,-0.460804,0.528171,0.784893,Warning
19,0.528304,0,0.231696,Normal
8,-1.27948,0.109426,0.775163,Warning
17,-1.921,0,0.65493,Warning
16,0.380399,0.812526,0.0639209,Normal
2,1.11923,0.204602,0.785298,Warning
17,0.844693,0.52325,0.0954604,Normal
15,-1.44243,0.397877,0.466049,Normal
15,-0.606563,0.617143,0.291879,Normal
10,-0.186539,0.776949,0,Normal
6,0.669709,0.646416,0.29521,Warning
15,2.13144,0.409488,0.635524,Warning
1,1.87084,0.397761,0.535103,Normal
14,0.841164,1.01645,0.626822,Warning
0,4.25841,0.923152,0.917696,Critical
0,0.621709,0.190752,0.102476,Normal
11,-0.580318,0.815398,0.167648,Normal
8,1.09257,0.442355,1,Warning
5,-0.356613,0.798931,0.423848,Normal
8,-0.158892,0.0828126,0.315965,Normal
23,2.61281,0.612992,0.96931,Critical
7,-0.901055,0.749167,0.0332602,Normal
11,-0.411176,1.19797,0.353697,Normal
21,-3,1.01651,0.545337,Normal
2,2.58272,0.474821,0.771035,Warning
17,1.98034,1.06629,0.769174,Warning
22,0.374091,0.728875,0.540671,Normal
7,-1.47269,0.566281,0.355185,Normal
12,-0.636454,0.495587,0.312847,Normal
20,0.0582492,0.371557,0.415794,Normal
2,0.409495,0.728513,0,Normal
10,-3,0.360063,0.520052,Normal
7,2.74592,0,0.673973,Warning
6,1.74302,0,0.76372,Warning
12,-0.300159,0,0.0896636,Normal
1,-0.913867,0.602027,0,Normal
22,-0.703537,0.302603,0.452274,Normal
22,0.216137,0.635971,0.149607,Normal
18,0.311226,0.123727,0.233475,Normal
20,1.91015,0.685611,0.448573,Normal
21,-0.926985,1.16482,0.314211,Normal
6,-2.48045,0.900905,1,Critical
8,-2.49982,0.378483,0.929151,Critical
10,-0.14808,0.801865,0.357799,Normal
18,0.65458,0.750716,0,Warning
5,-0.93358,0.758481,0.386894,Normal
13,0.918633,1.29892,0,Normal
12,3.6749,0.496522,0.619637,Warning
12,-3,0.860016,0.564832,Normal
11,-1.06633,0.901573,0.837886,Warning
7,-0.0502921,0.898482,0.41565,Normal
1,1.16918,0,0.740108,Warning
2,-0.725921,0.503529,0.317802,Normal
8,0.161216,0.619684,0.00927101,Normal
14,-3,0.209437,0.879791,Warning
3,0.701659,0.303536,0,Normal
6,0.941841,0.493999,0,Normal
7,1.50028,0.360028,1,Critical
16,-0.742152,0.89347,0.142518,Normal
5,1.50341,0.672089,0.391462,Normal
8,-0.724266,0.28869,0.251866,Normal
14,0.721883,0.49861,0,Normal
2,-0.679082,0.145231,0.218868,Normal
7,0.156395,0.362561,0,Normal
12,-1.50137,0.506072,0.659211,Warning
13,0.725321,1.16673,0.0188073,Normal
9,-1.27264,0.483586,0.986423,Critical
14,-2.66849,0.623862,0.438382,Normal
4,-1.70048,0.695694,0.614081,Warning
11,-1.27271,0.830093,0.883491,Warning
17,0.210581,1.12801,0,Normal
6,-0.802013,0.244053,0.274373,Normal
7,0.080572,0.869043,0,Normal
16,-0.813176,0.840125,0.121518,Normal
6,-3.16217,0.581647,0.551201,Normal
22,0.465252,1.04678,0.416139,Normal
17,0.0251045,0.458812,0.0692146,Normal
13,0.64408,0.243664,0.388465,Normal
23,-0.713141,0.358713,0.593573,Normal
9,0.450743,0.433998,0.164137,Normal
2,-0.506757,1.03282,0.0757369,Normal
6,-0.167001,1.01099,0.379587,Normal
17,0.835565,0.741966,0.187623,Normal
23,0.202734,0.944566,0.208481,Normal
16,0.152848,0.612617,0,Normal
10,1.85606,1.11151,0.772743,Warning
9,-1.21772,0.394002,0.758464,Warning
12,0.637686,0.323375,0.558029,Normal
0,-0.933459,0.919554,0.2611,Normal
21,4.02897,1.01563,0.457009,Normal
18,0.247011,0.122847,0,Normal
7,-2.39974,0.945493,0.608523,Warning
4,-0.25547,0.218348,0.486131,Normal
14,2.52514,0.296882,0.879143,Warning
14,0.20951,1.39796,0,Normal
20,-1.23432,1.13389,0.599239,Normal
14,2.69674,0.179121,0.999573,Critical
4,0.630127,0,0.483416,Normal
16,-0.317544,0.866589,0,Normal
18,-2.34395,0,0.504716,Normal
15,-0.753205,0.915768,0.453455,Normal
8,-3.40535,0.88894,0.345544,Normal
20,-0.873793,0.196105,0.530548,Normal
13,4.24063,0.519711,1,Critical
15,0.0985549,0,0.201172,Normal
1,-1.11142,0.541871,0.550859,Normal
4,1.23258,0.177664,0.567761,Normal
18,0.487872,0.423626,0.396554,Normal
4,0.0114796,1.58739,0.264619,Normal
8,-0.932866,1.05509,0.0750571,Normal
16,0.0455376,1.32075,0.501409,Normal
17,2.47841,0.94899,1,Critical
15,-0.0191602,0.414336,0,Normal
16,0.16758,0.138162,0.215647,Normal
6,0.505153,0.543716,0.120305,Normal
15,0.97676,0.613138,0.0716223,Normal
18,-2.25276,0.806517,0.777601,Warning
19,-3,0.846055,0.708397,Warning
3,4.37553,0.759765,0.583888,Normal
2,-0.850501,0.237993,0.874614,Warning
14,3.54295,0.208899,0.262359,Normal
14,-1.08467,0.38117,0.924209,Warning
23,-0.0574064,0.629833,0,Normal
4,-2.45293,0.389179,0.456397,Warning
4,-0.367553,0.0998618,0.273448,Normal
11,-2.13423,1.41152,0.626483,Warning
17,-0.438764,1.11379,0.337005,Normal
12,0.49312,0.644626,0.272021,Normal
21,0.0480129,0.694624,0.466014,Normal
7,-1.55366,1.11648,1,Critical
23,-0.0450404,1.09125,0.306848,Normal
9,-0.650458,0.581845,0.357307,Normal
4,1.37507,0.314988,0.570075,Normal
13,-0.55962,0.433633,0.518077,Normal
20,2.5372,0.74383,0.607183,Warning
3,0.528145,0.611078,0.696842,Warning
19,-0.646795,1.43098,0.853213,Warning
0,-2.28471,0.987688,0.429311,Normal
9,2.56661,0,0.83028,Warning
13,0.141537,0.330321,0.120764,Normal
0,-0.906765,0.299483,0.421694,Normal
16,-1.31173,0.444742,0.930411,Critical
17,-0.107818,0.781351,0.038359,Normal
23,0.606182,0.414929,0.328384,Normal
16,-3,0.749353,0.886974,Warning
5,0.529395,0.965284,0,Normal
7,1.91645,0.357906,0.803394,Warning
0,-3.78001,0,0.873819,Warning
4,1.56153,0.122454,0.907611,Critical
15,-0.930971,0.323791,0.116242,Normal
22,1.23006,0.837988,0.692638,Warning
0,3.11914,0.49587,0.682358,Warning
1,-1.93739,1.12206,0.494914,Normal
18,-0.315028,0.6261,0,Normal
22,-3,1.24816,0.638668,Warning
23,-3,0.503253,1,Warning
12,-0.409018,0,0.570428,Normal
0,0.0880607,0.694175,0.845341,Normal
19,0.75679,0.0554252,0,Normal
10,-0.314831,0.703935,0,Normal
9,1.07559,0.929269,0.255098,Normal
10,-0.741233,1.39162,0.151241,Normal
17,-0.969636,0.49096,0.688437,Warning
1,-0.072002,0.0747135,0.615408,Normal
23,0.892298,0.329285,0.331848,Normal
1,0.582284,1.33205,0.376281,Normal
3,0.892084,0.0229785,0.164959,Normal
13,0.165465,0.60228,0.72058,Normal
5,3.75754,0.251345,0.537319,Normal
19,-0.317953,0,0.293575,Normal
20,0.170502,0.624342,0.231786,Normal
20,3.55682,0.374357,1,Warning
16,0.515068,1.01167,0.106101,Normal
6,-2.69649,0.649068,0.506358,Normal
1,-1.43287,1.33172,1,Critical
17,-1.34945,0,1,Warning
1,-0.578285,1.24465,0.248858,Normal
8,0.23568,1.4294,0.303888,Normal
7,0.491861,1.2689,0.275482,Normal
16,3.61763,1.16295,1,Critical
0,0.129041,0.540524,0.864237,Normal
2,1.57233,0.791135,0.758292,Warning
1,-0.592149,0.839485,0.292481,Normal
3,-2.8505,0.124001,1,Critical
17,-2.09819,0.900008,1,Critical
16,-2.84826,0.629453,0.717235,Warning
3,-1.07359,0.803586,0.592368,Normal
7,0.663728,0.35168,0.121701,Normal
13,-3,0.470842,0.711662,Warning
17,1.18072,0.191801,1,Warning
12,0.81192,0.462024,0.655002,Warning
7,0.163532,0.67362,0.22333,Normal
20,-1.45668,0.835829,0.750993,Warning
20,-0.46653,0.34724,0.206005,Normal
3,-0.00770068,0.825043,0,Normal
4,-0.445502,1.04043,0.181413,Normal
13,1.23363,1.33896,0.491456,Normal
0,2.9142,0.743066,1,Warning
21,0.838927,0.625388,0,Normal
9,0.0892894,0.696588,0.480155,Warning
7,0.118043,0.962723,0.584988,Normal
1,-0.0986372,0.757787,0.0644325,Normal
11,0.842713,0,0.00974595,Normal
5,1.25009,0.37534,0.75604,Warning
9,0.285284,1.53925,0.186099,Normal
8,-2.54201,0.792049,0.616018,Warning
3,0.561048,1.26482,0.508779,Normal
3,-2.97324,0,0.64049,Warning
4,-0.301852,0.337385,0,Normal
16,-0.325143,0.424315,0.38847,Normal
2,-0.992487,0.39047,0.102362,Normal
2,-2.16516,1.45648,0.732626,Warning
17,0.511479,0.765287,0.509658,Normal
17,0.662511,0.634991,0.568125,Normal
2,2.69329,0.129483,0.811416,Warning
13,-0.141127,0.792181,0.4002,Normal
12,0.5637,0.280823,0.156864,Normal
5,2.11708,0.209275,1,Critical
13,1.4234,0.745217,0.59695,Normal
5,-0.770638,1.06033,0.401959,Normal
20,0.845925,0.0433969,0.00737562,Normal
16,-2.327,0.891873,0.653064,Warning
19,1.7262,1.22587,0.758794,Warning
2,0.140435,0.920384,0.282395,Normal
22,-0.0477408,0.46188,0.231159,Normal
21,0.881937,0,0,Normal
3,-2.63007,0.622367,0.647045,Warning
18,0.169626,0.722627,0.357816,Normal
17,0.295193,0.592418,0,Normal
6,1.59527,0.836382,0.753325,Warning
19,1.67079,1.10399,1,Critical
1,-0.810372,0.167424,0.077774,Normal
0,2.10254,0.431501,0.445065,Normal
11,2.36134,1.47149,0.576804,Normal
0,0.840379,0.0258503,0.305631,Normal
18,0.270737,1.37839,0.591096,Normal
6,0.155957,0.578873,0.545794,Normal
17,-0.464678,0.495851,0.11952,Normal
21,-1.65028,1.22668,1,Critical
1,3.60915,0.10784,0.802625,Warning
15,0.20611,0.469666,0.276599,Normal
21,2.15068,0.291468,0.953187,Critical
9,-0.658539,0.566191,0.199962,Normal
11,-3,0.132951,0.290368,Normal
8,-2.93551,0.431068,0.603867,Warning
11,-1.56874,0.242346,0.908027,Critical
21,0.12838,0.260692,0.336767,Normal
0,1.34467,1.00845,0.705558,Normal
22,2.5646,0.97021,0.57446,Normal
1,-0.0102138,0.165242,0.027019,Normal
10,-0.613075,0.47282,0.607541,Warning
2,2.5369,0.463543,0.683996,Warning
19,-2.40548,0.600975,1,Critical
9,-2.44768,0.625666,0.955958,Critical
3,-1.6646,0.696491,0.847824,Warning
3,-1.66563,1.10635,0.76786,Warning
7,-0.140323,0.975467,0.506793,Warning
19,-2.97858,0.521727,0.898031,Warning
13,0.389843,0.682303,0.251079,Normal
1,0.751675,1.09252,0.0443146,Normal
13,-3,0.359497,1,Critical
11,-0.780023,0.58522,0,Normal
19,0.0643582,0.795837,0.446937,Normal
4,-2.15087,0.0636215,0.665667,Warning
21,-3,1.31737,0.728838,Warning
4,-0.641822,0.021906,0.390184,Normal
6,2.6057,1.1243,0.929049,Critical
12,-0.955014,0,0.605035,Warning
20,1.07296,0.735235,0.775353,Warning
4,-0.210004,0.67339,0.230665,Normal
1,-1.13479,0.818511,0.718024,Warning
15,-1.71393,0.323945,0.675108,Warning
16,0.641397,0.428169,0.479342,Normal
3,-0.892929,0.194128,0.357018,Normal
13,-2.62204,0.295536,0.952778,Critical
22,2.13264,0.0962057,0.726298,Warning
9,0.654988,0.519088,0.433052,Normal
7,-2.41033,1.16186,0.896197,Warning
17,3.24617,0.524983,0.486442,Normal
7,-0.610207,0.998817,0.328973,Normal
7,-1.17594,0,0.734688,Warning
1,-0.521512,0.271735,0.277899,Normal
0,0.678968,0.759467,0.472353,Normal
3,0.567194,0,0.290357,Normal
23,-0.976472,0.691043,0.219048,Normal
2,2.24318,0.978158,0.676384,Warning
1,-0.219124,0.316299,0.357451,Normal
2,1.54157,0,0.473695,Normal
4,1.36214,0.958416,0.815495,Warning
20,-0.408023,0.970444,0.09538,Normal
13,0.370238,1.25275,0.67769,Normal
9,0.0867015,0.788524,0.375192,Warning
14,4.0418,0.43892,0.787543,Warning
23,-0.647538,0,0,Normal
17,0.523399,0.533737,0.744674,Critical
9,0.259782,0.778667,0.248737,Normal
9,-1.06788,0.496379,0.756035,Warning
23,0.223452,0.637745,0.0420789,Normal
9,0.258234,0.491035,0.539022,Normal
18,-0.686113,1.19966,0.396692,Normal
14,0.651817,0.78061,0.339166,Normal
21,-2.06135,1.59255,0.68562,Warning
3,2.73428,0.135186,0.833599,Warning
