AgeMonths,RelativeDeviation,StdDevMinutes,PctDaysOutOfRange,Direction,Label
23,-2.36043,23.193,1,-1,Warning
3,0.39321,37.2597,0.0676372,1,Normal
15,-0.328949,22.8141,0.128413,-1,Normal
0,-0.648232,9.539,0.171055,-1,Normal
12,-1.33901,19.1329,0.362144,-1,Normal
21,4.17424,1.92196,0.159059,1,Normal
1,0.42268,39.9551,0.405365,1,Normal
19,0.346491,57.0022,0.700175,1,Normal
20,1.82162,35.5632,0.884734,1,Normal
8,-1.07163,29.2881,0.72509,-1,Warning
17,2.5175,41.3634,0.701645,1,Normal
4,0.163288,15.8067,0.0895539,1,Normal
13,0.587971,21.5552,0.690601,1,Normal
13,-0.609852,37.2482,0,-1,Normal
11,-1.90151,34.386,1,-1,Warning
21,0.503869,39.8956,0.120845,1,Normal
2,1.84054,35.222,0.465761,1,Normal
19,-0.255797,24.6947,0,-1,Normal
9,-2.32703,53.0976,0.825725,-1,Warning
1,-0.793353,19.4435,0.582797,-1,Normal
11,0.618672,17.2578,0.24495,1,Normal
8,0.293924,36.8212,0.118158,1,Normal
9,3,48.175,0.948472,1,Warning
1,-0.305413,47.2932,0.00705441,-1,Normal
0,-1.18362,31.4719,1,-1,Warning
6,2.43728,21.7799,1,1,Warning
21,-2.95524,58.4392,0.774535,-1,Warning
16,0.179197,6.55992,0,1,Normal
6,1.92828,47.9516,0.754437,1,Normal
16,2.50983,29.7439,0.839592,1,Normal
2,-0.108944,28.0198,0,-1,Normal
5,-1.35032,7.07187,0.511625,-1,Normal
2,-2.21715,0,1,-1,Warning
10,1.47146,27.2178,1,1,Normal
19,0.490263,36.1861,0.419621,1,Normal
15,2.18946,48.9955,1,1,Warning
23,2.08702,0,0.609871,1,Normal
17,2.15805,10.7523,0.59028,1,Normal
6,-0.384672,34.0448,0.266048,-1,Normal
9,-0.0581168,37.4366,0.112395,-1,Normal
23,3.35108,0,1,1,Warning
3,-2.21179,43.3045,0.770591,-1,Warning
11,0.849147,21.4251,0,1,Normal
7,3,44.0265,0.513011,1,Normal
4,-3.18769,24.5246,0.461433,-1,Normal
12,-0.441426,50.2491,0.434858,-1,Normal
16,-1.51884,24.5093,0.47794,-1,Normal
0,2.68618,47.5985,0.308933,1,Normal
6,-0.690008,0,0.507015,-1,Normal
9,0.558748,51.0275,0.394576,1,Normal
10,-0.372466,33.5568,0.0998004,-1,Normal
20,-3.86594,45.9986,0.6397,-1,Warning
21,-0.243282,30.8937,0.317235,-1,Normal
17,1.49337,40.017,0.512782,1,Normal
8,-1.47546,18.4197,0.719502,-1,Warning
15,-1.02086,69.3142,0.840127,-1,Warning
15,0.408441,47.9528,0.180964,1,Normal
6,2.57623,51.9167,0.963781,1,Warning
13,2.60017,26.3092,0.899284,1,Normal
23,-0.87897,5.65558,0.206149,-1,Normal
13,-1.8972,7.17615,0.962123,-1,Warning
5,-1.88833,26.2076,0.803178,-1,Warning
23,-0.475311,63.5301,0.300465,-1,Warning
13,-0.282792,63.4331,0.137382,-1,Normal
23,0.497588,29.4694,0.625545,1,Normal
10,0.841472,25.6219,0.607935,1,Normal
4,0.96964,4.695,0.373299,1,Normal
22,1.29375,76.006,0.717029,1,Normal
11,2.47529,35.7065,0.564168,1,Normal
11,3,0,0.652529,1,Normal
22,-2.17624,29.6409,0.952505,-1,Warning
10,-2.43169,33.6343,0.653235,-1,Warning
21,2.40389,40.9,0.346942,1,Normal
16,-1.24423,13.663,1,-1,Warning
21,0.77029,28.7516,0.272015,1,Normal
8,1.16793,39.6875,0.666808,1,Normal
9,-0.225649,69.4456,0,-1,Normal
1,3,19.0796,0.714574,1,Normal
13,-0.400569,32.7722,0.407419,-1,Normal
15,-0.336155,26.383,0,-1,Normal
2,1.64237,53.9714,0.456493,1,Normal
20,1.82633,61.5508,0.898845,1,Normal
10,0.264938,56.1177,0.285219,1,Normal
20,-1.84804,71.0596,0.731367,-1,Warning
8,2.85285,47.1215,0.856267,1,Normal
16,3.34238,59.2354,1,1,Warning
18,0.0871295,28.2318,0.331623,1,Normal
0,0.959767,25.9132,0.580199,1,Normal
2,0.126968,49.2818,0.205383,1,Normal
23,-0.739785,36.554,0.261181,-1,Normal
21,-1.01794,30.5289,0.701122,-1,Normal
5,-0.512947,8.55154,0.155348,-1,Normal
2,0.0308914,39.4919,0,1,Normal
11,0.909794,47.7293,0.405332,1,Normal
19,-2.10384,69.908,0.794323,-1,Warning
21,-0.354169,46.7031,0.357064,-1,Normal
9,0.435926,23.5378,0.510159,1,Normal
23,3.13881,52.81,0.674732,1,Normal
11,-3.94313,40.6486,0.914778,-1,Warning
21,1.40791,24.5737,0.604536,1,Normal
17,1.23648,0,0.827957,1,Normal
15,0.505662,58.2856,0,1,Normal
19,-0.0911065,11.1087,0.246666,-1,Normal
2,-0.132977,41.6541,0.604907,-1,Normal
1,2.28049,15.0145,0.527756,1,Normal
23,-2.51823,33.6604,1,-1,Warning
19,-0.255143,50.5097,0.396157,-1,Normal
21,-0.859878,39.7943,0,-1,Normal
9,1.99016,46.9427,0.62457,1,Normal
16,2.80498,40.5487,1,1,Warning
12,-1.80213,56.2935,0.693236,-1,Warning
14,2.48518,30.2208,0.864088,1,Normal
12,1.07768,32.0749,0.864576,1,Normal
3,-2.2946,13.2765,0.89876,-1,Warning
8,-3.98822,0,0.883184,-1,Warning
15,0.579122,34.7258,0.415829,1,Normal
17,-1.6854,54.4556,0.770182,-1,Warning
16,0.948717,39.1805,0.377782,1,Normal
17,1.16765,12.7732,0.533732,1,Normal
1,0.786443,61.511,0,1,Normal
8,-1.19238,61.1433,0.931485,-1,Warning
3,2.47354,27.6983,0.660061,1,Normal
14,-3.17506,47.3153,0.932934,-1,Warning
20,-0.000761148,29.8849,0.417794,-1,Normal
23,2.7368,45.4448,0.882535,1,Normal
5,-0.882989,29.0058,0.677726,-1,Warning
18,-1.05167,0,1,-1,Warning
1,3,21.4314,0.230564,1,Normal
14,0.688794,50.9169,0.90367,1,Normal
15,-1.05199,31.3337,0.605089,-1,Warning
2,1.97643,20.47,1,1,Warning
7,-1.26525,38.0787,1,-1,Warning
7,0.415325,12.5083,0.411804,1,Normal
5,2.76376,4.85306,0.663405,1,Normal
11,-2.45572,35.7696,0.2132,-1,Normal
13,0.315532,44.5961,0.162234,1,Normal
1,-2.69104,58.4845,0.607747,-1,Warning
23,0.00182854,24.4337,0.346686,1,Normal
12,0.487016,10.5062,0.358403,1,Normal
8,0.861892,58.067,0.505456,1,Normal
6,1.40829,0,0.969725,1,Normal
19,-0.668428,45.6453,0.096437,-1,Normal
8,-0.667337,77.6118,0.158071,-1,Normal
15,0.327273,46.7954,0.111162,1,Normal
7,0.302184,67.2106,0.457722,1,Normal
14,0.246113,34.0391,0.423657,1,Normal
3,-0.109542,38.0975,0.332412,-1,Normal
4,-2.25227,11.3911,0.632945,-1,Warning
6,0.889343,13.4266,0,1,Normal
5,0.545438,55.4808,0.0352632,1,Normal
23,0.448537,72.1211,0.214723,1,Normal
11,2.94833,65.98,0.512488,1,Warning
23,-1.76423,0,1,-1,Warning
0,-1.54561,66.1782,0.875305,-1,Normal
17,-0.0184555,22.6907,0.374209,-1,Normal
0,0.635807,60.5398,0.239905,1,Normal
15,-1.06161,59.7772,0.611106,-1,Warning
4,-1.85509,0,0.608889,-1,Warning
14,0.381987,70.7561,0.690104,1,Normal
0,-0.473545,41.3246,0.573371,-1,Normal
14,0.042127,46.5221,0.226108,1,Normal
7,-3.141,29.6946,0.859394,-1,Warning
19,-0.851422,30.2071,0.284924,-1,Normal
19,-1.04955,22.0617,0.953669,-1,Warning
4,-1.23246,40.7653,0.439102,-1,Normal
16,2.2618,69.2645,0.616358,1,Normal
2,-0.785667,35.9255,0.581769,-1,Normal
11,-0.589301,62.1322,0.132899,-1,Normal
8,0.411404,55.4205,0.454663,1,Normal
13,-0.180201,28.4714,0.549218,-1,Normal
1,-0.768954,21.0473,0.0254022,-1,Normal
6,0.101184,7.12888,0.465356,1,Normal
17,-0.670127,63.9921,0.435291,-1,Normal
4,-0.701824,31.7926,0.545713,-1,Normal
15,-0.297991,29.9764,0,-1,Normal
10,3,6.25702,0.496429,1,Normal
9,-1.07006,40.8818,0.823715,-1,Warning
7,2.37185,47.4381,0.418032,1,Normal
16,-0.064759,20.7254,0.162282,-1,Normal
23,-2.81818,60.4786,0.544655,-1,Normal
3,-0.522589,4.20599,0.300719,-1,Normal
20,0.562213,28.1436,0.537953,1,Normal
19,2.49931,25.5553,0.871116,1,Warning
11,0.299138,24.9969,0.562707,1,Normal
23,0.83555,52.5995,0.313483,1,Normal
11,-0.433976,18.3407,0.528543,-1,Normal
7,1.66367,70.4832,0.345016,1,Normal
4,0.180354,52.1872,0.227949,1,Normal
10,0.00774255,43.3495,0,1,Normal
6,-0.23209,35.2347,0.130071,-1,Normal
19,0.834691,0,0,1,Normal
15,0.48832,0,0.116886,1,Normal
21,0.951999,35.8314,0.0795286,1,Normal
18,-0.0680299,37.4797,0.069169,-1,Normal
23,0.317112,42.0509,0.291104,1,Normal
17,0.142277,41.4155,0.304436,1,Normal
11,-0.32827,27.8796,0.741304,-1,Warning
10,-0.157273,65.012,0.457694,-1,Normal
11,-1.92797,39.2715,1,-1,Warning
18,-0.535154,68.6891,0.12937,-1,Normal
21,2.7778,31.3693,0.362588,1,Normal
19,-0.955568,61.1738,0.24215,-1,Normal
2,0.70676,32.5598,0.681321,1,Normal
2,1.72922,65.9193,1,1,Warning
3,-0.163963,15.0117,0.523401,-1,Normal
0,0.584467,39.8754,0.210186,1,Normal
9,-0.306128,29.1444,0.173763,-1,Normal
21,0.883516,1.28255,0.517532,1,Warning
20,-0.506741,47.7597,0,-1,Normal
4,2.22915,31.4599,0.635109,1,Normal
10,2.30648,66.6107,0.586118,1,Normal
21,-2.48501,71.5418,0.649677,-1,Warning
13,-0.778566,44.7686,0.0910087,-1,Normal
13,0.894629,42.5051,0.265503,1,Normal
20,-3.83282,46.4015,0.481847,-1,Normal
5,-2.26202,46.7292,0.645496,-1,Warning
2,-1.1206,16.3976,0.752786,-1,Warning
1,-2.80734,61.5771,1,-1,Warning
12,0.237172,10.8653,0.475315,1,Normal
10,-0.955508,60.6514,0,-1,Warning
0,-1.03665,35.5386,0.553921,-1,Normal
12,-2.64312,36.2633,0.736593,-1,Warning
11,1.97836,58.6754,1,1,Normal
19,3.1689,25.9624,0.795771,1,Normal
3,-3.27808,23.2444,1,-1,Warning
13,2.39079,42.2695,0.471211,1,Normal
16,0.223919,6.78203,0.373103,1,Normal
13,-0.389838,58.4218,0.0160852,-1,Normal
10,-0.189834,31.5273,0.135625,-1,Normal
5,-0.210823,13.7761,0.495175,-1,Normal
7,2.19496,49.2989,0.538969,1,Normal
11,-1.22396,42.2355,0.979551,-1,Warning
13,0.27776,32.5743,0.182026,1,Normal
10,2.01583,32.6465,0.773717,1,Normal
8,-0.673548,31.8453,0.053502,-1,Normal
22,-2.40636,35.6734,0.703465,-1,Warning
3,-3.24313,30.1588,0.6391,-1,Warning
11,0.296846,23.5823,0.329598,1,Normal
21,-0.368277,48.5744,0.491901,-1,Normal
1,1.95806,52.3985,1,1,Warning
12,-0.323374,45.7778,0.260116,-1,Normal
1,-4.51653,15.6923,0.691347,-1,Warning
4,2.0996,60.8792,0.7697,1,Normal
13,0.15105,0,0.0937744,1,Normal
17,-0.416571,31.6959,0.33876,-1,Normal
23,3.05927,28.0293,0.785646,1,Normal
18,2.72228,78.5187,0.766257,1,Normal
7,1.94456,42.1935,0.662507,1,Normal
3,-3.00845,8.25764,0.699318,-1,Warning
9,0.486734,23.9747,0.564556,1,Normal
7,-0.0280306,23.0833,0.301519,-1,Normal
3,1.51907,70.5612,0.548579,1,Normal
16,-2.57655,36.9041,1,-1,Warning
2,3,0,0.746635,1,Normal
11,-1.51656,27.4166,0.201217,-1,Normal
2,-0.148945,9.22019,0,-1,Normal
9,-0.0701135,52.3838,0.212151,-1,Normal
13,0.271247,67.5809,0.312768,1,Normal
15,-1.55343,54.6529,0.702418,-1,Warning
11,1.05507,29.8195,0.78046,1,Normal
11,-0.531893,14.6174,0.623208,-1,Warning
23,-0.0404631,11.7018,0.427901,-1,Normal
11,-0.0602615,32.3162,0.129179,-1,Normal
22,0.918292,31.1366,0,1,Normal
15,-0.91145,43.2706,0.112707,-1,Normal
15,-1.72408,78.8404,0.87001,-1,Warning
9,0.222909,3.10828,0.101939,1,Normal
11,-0.6594,19.31,0.224296,-1,Normal
10,-0.296341,6.61055,0.39502,-1,Warning
11,-0.506015,42.9844,0.0910572,-1,Normal
0,0.376865,29.0031,0.239239,1,Normal
16,0.879717,88.4106,0.132375,1,Normal
8,0.369926,44.1314,0.136805,1,Normal
8,-1.14284,54.2018,0.968787,-1,Warning
11,-1.14524,44.8229,0.875051,-1,Warning
14,0.218933,55.516,0.216617,1,Normal
12,0.632863,62.6084,0.257191,1,Normal
1,-0.445233,30.2017,0.732942,-1,Warning
13,-0.0258666,45.5967,0.670917,-1,Normal
22,-0.534479,50.721,0.111886,-1,Normal
14,-1.57739,39.9607,0.708653,-1,Warning
14,0.244076,35.15,0.363676,1,Normal
17,-3.76979,48.6144,1,-1,Warning
9,0.20551,38.4683,0.5671,1,Normal
8,-2.80827,58.2558,0.597694,-1,Normal
20,-0.00700184,7.61593,0.0882033,-1,Normal
13,0.0870577,18.6431,0,1,Normal
3,2.32344,43.3619,1,1,Warning
15,-2.20629,53.5275,0.625185,-1,Warning
19,1.52131,45.4962,0.117777,1,Normal
10,-1.00578,34.3746,1,-1,Warning
2,-0.441196,66.9417,0.0918936,-1,Normal
16,-0.0344873,10.6424,0.328833,-1,Normal
5,0.151068,23.4461,0,1,Warning
8,-0.465703,38.1185,0.434542,-1,Warning
10,2.13346,39.1951,0.861084,1,Normal
16,2.33947,20.4497,0.754543,1,Normal
8,0.832507,9.78499,0.013776,1,Normal
14,2.13286,29.1457,0.631255,1,Normal
14,-1.07015,19.4582,0.773631,-1,Warning
18,4.2144,15.3165,0.669951,1,Normal
17,0.00833356,11.7407,0.730763,1,Normal
11,-0.423833,47.9003,0,-1,Normal
4,-0.51804,7.88367,0,-1,Normal
1,3,49.96,0.961866,1,Warning
2,-0.139377,15.1445,0.245962,-1,Normal
14,0.251,12.5387,0.536218,1,Normal
13,-0.248524,42.0422,0.0729311,-1,Normal
8,-1.03601,61.3185,0.834755,-1,Warning
11,-1.40941,39.6397,1,-1,Warning
4,0.184571,52.2869,0.326289,1,Normal
22,-1.89684,21.9326,0.966759,-1,Warning
22,0.232914,33.7023,0.489235,1,Normal
13,2.37405,39.682,1,1,Warning
19,0.278095,7.84754,0.521789,1,Normal
9,-1.07789,25.8187,0.643968,-1,Warning
0,-3.4158,34.4557,0.0925991,-1,Warning
13,-0.239422,76.4037,0,-1,Normal
15,-3.06276,24.0613,0.716022,-1,Warning
18,-4.19222,30.1611,0.623068,-1,Warning
17,-0.068685,44.833,0.303066,-1,Normal
7,-0.723616,43.1697,0.504356,-1,Normal
0,2.20245,60.3666,0.635026,1,Normal
21,-1.07972,50.7563,0.687316,-1,Warning
4,-0.963788,50.2559,0.164927,-1,Normal
0,0.211778,35.6559,0.111084,1,Normal
7,-0.307835,42.3374,0.26509,-1,Warning
9,0.720636,28.463,0.329841,1,Normal
23,1.68917,26.4847,0.412663,1,Normal
18,-0.0865522,59.5175,0.153702,-1,Normal
21,-0.761263,28.6157,0.205106,-1,Normal
6,0.750207,45.6696,0.655774,1,Warning
15,-2.71049,27.03,0.549677,-1,Normal
0,0.16918,56.2606,0.126619,1,Normal
7,-1.80139,46.3236,0.467213,-1,Normal
14,3.91133,77.0451,0.458576,1,Normal
8,2.67435,45.2835,0.898111,1,Normal
0,0.391882,67.8809,0.0710736,1,Normal
11,-2.96537,40.3149,0.802911,-1,Normal
0,-1.97893,36.1684,1,-1,Warning
12,-0.290443,36.8594,0.490167,-1,Normal
3,0.532342,61.2201,0.284331,1,Normal
12,0.319744,24.3853,0.389305,1,Normal
18,-1.73652,46.0048,0.606048,-1,Warning
12,0.845163,31.0017,0.265562,1,Normal
21,-3.43641,4.99904,0.579962,-1,Normal
17,-1.10737,43.7683,1,-1,Warning
17,-0.207619,24.6222,0.458103,-1,Normal
23,-0.23417,57.9543,0.163121,-1,Normal
21,0.365122,42.5713,0,1,Normal
2,-0.0778331,11.6753,0.356523,-1,Normal
18,-0.806813,55.6786,0.0745284,-1,Normal
16,2.47688,45.7287,0.510209,1,Warning
16,0.478094,25.5435,0.234577,1,Normal
9,1.89009,35.824,1,1,Warning
7,1.0222,45.1038,0.822008,1,Normal
3,-4.29947,18.7849,0.911891,-1,Warning
8,-0.0638187,49.9545,0.356226,-1,Normal
3,3,61.2013,0.643339,1,Normal
16,-0.40271,18.8646,0.0436265,-1,Normal
16,-0.146028,37.1665,0.48299,-1,Normal
13,1.30468,26.8322,0.586049,1,Normal
19,-0.0674003,19.6073,0.47697,-1,Normal
22,-0.399512,32.1665,0.497092,-1,Normal
0,0.223565,54.0437,0.140041,1,Normal
23,-0.451584,43.126,0.139899,-1,Normal
19,0.498891,32.6087,0.257032,1,Normal
21,-0.315408,59.2013,0.102985,-1,Normal
12,0.0510641,0,0.219288,1,Normal
23,1.42729,74.6029,0.757405,1,Normal
8,2.4575,40.3614,0.462774,1,Normal
22,-0.856116,9.62054,0.342562,-1,Normal
22,2.8686,63.2053,1,1,Warning
19,-0.620595,14.8401,0.0425368,-1,Normal
7,-0.0538297,6.73382,0.640778,-1,Normal
18,0.36281,54.8601,0.218506,1,Normal
5,2.32385,49.4831,0.450911,1,Normal
9,0.331724,34.2934,0.651244,1,Normal
12,-1.8906,6.20579,0.724171,-1,Warning
0,-0.366541,49.7084,0,-1,Normal
2,0.421577,42.6365,0.464027,1,Normal
9,1.1915,51.0774,0.87927,1,Normal
1,-0.188593,41.704,0,-1,Normal
17,-0.959358,26.9522,0.416258,-1,Normal
4,0.575333,30.1058,0.229305,1,Normal
14,-1.94637,36.7472,1,-1,Warning
20,-2.90596,39.914,0.71802,-1,Warning
6,-0.551016,60.493,0.431371,-1,Normal
20,-0.163716,56.7724,0,-1,Normal
4,-0.603501,16.7909,0.104389,-1,Normal
10,0.846785,61.0942,0.521373,1,Normal
21,-0.0578611,20.8682,0.000845526,-1,Normal
15,-1.17212,52.2533,0.843259,-1,Warning
8,-0.113578,54.4576,0.270174,-1,Normal
16,4.14853,52.4319,0.41667,1,Normal
5,0.695827,54.8429,0.0210936,1,Normal
16,-2.95654,37.784,0.465416,-1,Normal
14,-2.43221,11.1305,0.687503,-1,Warning
2,-0.0367567,35.644,0.348632,-1,Normal
17,-0.784877,67.5625,0.102753,-1,Normal
0,-0.138822,53.3331,0,-1,Normal
1,0.244338,8.17119,0.449619,1,Normal
18,-0.976754,60.7834,0.112969,-1,Normal
22,3.1454,43.9729,1,1,Warning
7,0.0263443,30.934,0.324808,1,Normal
11,0.447524,44.2213,0.77174,1,Normal
15,2.65555,32.0319,0.712621,1,Normal
1,0.760817,41.2352,0,1,Normal
4,-1.88478,29.6226,0.559956,-1,Normal
10,-0.0338784,59.3482,0.132649,-1,Normal
0,0.00827679,72.0434,0.105787,1,Normal
1,2.72281,1.50644,0.50352,1,Normal
4,0.163205,55.7953,0.206432,1,Normal
10,-1.48445,22.4909,0.912395,-1,Warning
18,2.09799,50.8771,0.848791,1,Normal
4,-1.134,47.6487,0.738563,-1,Warning
3,-0.0941465,41.9039,0,-1,Normal
9,0.36954,53.1598,0.198131,1,Normal
13,-0.544715,27.9433,0.574827,-1,Normal
17,-1.0561,28.8474,1,-1,Warning
21,-2.87756,63.4701,0.52108,-1,Normal
17,2.14228,14.6868,1,1,Warning
8,-2.2748,35.4834,0.429443,-1,Normal
0,-1.03078,50.7259,0.670608,-1,Warning
5,-1.70108,70.2902,0.453425,-1,Normal
6,-0.0445236,39.6487,0,-1,Normal
6,0.107087,33.9884,0.655747,1,Normal
0,3,28.616,0.567844,1,Normal
7,0.255391,56.1121,0.325079,1,Normal
23,2.80497,52.1908,0.49057,1,Normal
9,-3.094,52.2576,0.854198,-1,Warning
14,0.109082,13.2555,0.203521,1,Normal
7,0.856203,36.8401,0.250875,1,Normal
9,0.182413,22.6883,0,1,Normal
18,0.223541,18.6044,0.579187,1,Normal
20,0.221345,4.20593,0.580957,1,Normal
8,-0.492006,12.9653,0,-1,Normal
6,-0.279954,41.5903,0.166422,-1,Normal
23,0.232645,58.4686,0,1,Normal
4,0.902972,28.0568,0.290783,1,Normal
6,-0.463257,51.1016,0.660605,-1,Warning
22,1.8972,43.9905,0.318844,1,Normal
22,-0.54244,57.6096,0,-1,Normal
17,0.0408672,34.4161,0.219596,1,Normal
22,-0.345898,12.2491,0.393236,-1,Normal
11,-0.217308,78.2305,0.27361,-1,Normal
13,2.23175,1.84949,0.756794,1,Normal
19,2.97971,37.4287,0.612285,1,Normal
5,0.357561,46.5623,0.233416,1,Normal
23,-0.317788,43.1933,0.181866,-1,Normal
5,1.35558,64.6963,1,1,Normal
22,-0.212748,34.4552,0,-1,Normal
22,0.852316,29.679,0.399599,1,Normal
10,3,36.1795,0.725856,1,Normal
10,-0.443879,15.4943,0.287839,-1,Normal
14,-0.726933,25.2297,0.0163453,-1,Normal
15,-0.330449,42.3569,0.231459,-1,Normal
16,-0.231697,66.6193,0.0913606,-1,Normal
8,0.208827,29.9334,0.305723,1,Normal
2,0.352488,32.9286,0.351016,1,Warning
12,-0.161422,40.4709,0,-1,Normal
11,-1.5011,40.8625,0.581916,-1,Normal
1,3,58.9923,0.843242,1,Normal
18,0.588102,26.3337,0.322196,1,Normal
17,-0.25275,41.695,0.0431728,-1,Normal
3,0.262621,66.2267,0.083526,1,Normal
17,1.32697,43.9785,0.715351,1,Normal
4,-1.13256,62.3077,0.820273,-1,Warning
14,-0.675384,29.5062,0.0114912,-1,Normal
12,-3.53785,21.7703,0.609002,-1,Warning
3,-0.174901,53.3322,0.36628,-1,Normal
2,0.103135,18.081,0.460185,1,Normal
0,0.0598463,20.9542,0.341556,1,Normal
5,0.324079,33.9665,0.200187,1,Normal
4,1.24192,46.489,0.812165,1,Normal
4,0.618166,57.4459,0.218356,1,Normal
5,-0.815173,59.5889,0.349615,-1,Normal
7,0.596621,47.1227,0.028386,1,Normal
16,0.938914,45.5659,0,1,Warning
19,-0.430741,30.3749,0.376609,-1,Normal
13,-0.614042,0,0.505866,-1,Normal
2,-0.493824,5.57122,0.298332,-1,Normal
15,2.91152,61.1716,0.783447,1,Normal
8,1.1383,22.2125,0.645097,1,Normal
10,0.686042,6.91523,0.0528071,1,Normal
0,0.586711,20.9492,0.633175,1,Normal
7,-2.79463,9.1692,0.950437,-1,Warning
15,2.01842,50.1295,0.914831,1,Warning
7,-1.40492,19.16,0.557008,-1,Normal
20,-1.67114,16.394,0.960899,-1,Warning
10,2.4423,35.5402,0.302559,1,Normal
19,-1.02925,21.1751,0.629708,-1,Warning
9,-2.2715,25.3785,0.927176,-1,Warning
4,-0.162421,56.9031,0.293335,-1,Normal
18,-1.22032,19.397,1,-1,Warning
9,-4.06812,41.0453,0.160838,-1,Normal
3,2.85595,44.3745,0.548495,1,Normal
4,-0.122476,35.8592,0.242958,-1,Normal
19,-0.873896,43.1964,0.427018,-1,Normal
21,-2.42699,15.5971,1,-1,Warning
2,-1.95584,79.3662,0.962588,-1,Warning
22,0.0728033,0.0707625,0,1,Normal
14,-2.88014,15.2229,0.370334,-1,Normal
14,1.34438,31.8145,0.510599,1,Normal
11,0.344275,0,0.105955,1,Normal
14,2.00695,55.1696,0.673583,1,Normal
14,-1.78415,25.4636,1,-1,Warning
18,-1.69255,36.1685,0.800679,-1,Warning
3,1.63218,5.6237,1,1,Warning
5,0.642071,5.15649,0.0545433,1,Normal
17,-0.492607,41.8247,0.0930335,-1,Normal
20,1.12694,18.3717,0.974877,1,Normal
19,2.0972,62.6928,0.658442,1,Normal
18,1.73733,59.4842,0.815102,1,Normal
4,0.420271,69.9037,0.323121,1,Normal
13,-3.24529,59.0421,0.952388,-1,Warning
0,-1.17073,33.938,0.760299,-1,Warning
17,1.72495,43.4805,0.739406,1,Normal
19,-1.84142,74.2206,0.84566,-1,Warning
18,1.24145,3.51512,1,1,Normal
8,-0.0973955,8.14757,0.203395,-1,Normal
21,-2.67979,47.0027,0.791169,-1,Warning
8,-0.625699,18.6398,0,-1,Normal
21,-2.37691,47.3477,0.735437,-1,Warning
16,1.51373,35.312,1,1,Warning
18,-2.2668,0,1,-1,Warning
13,0.455614,25.3121,0.0877477,1,Normal
0,2.46344,66.8692,0.655213,1,Normal
9,0.826204,29.7585,0.393277,1,Normal
9,0.599725,46.7419,0.578535,1,Normal
18,1.6635,40.8769,0.885496,1,Normal
4,0.943242,29.7703,0.403079,1,Normal
16,0.753279,30.569,0,1,Normal
3,-2.69455,51.3513,0.970308,-1,Warning
9,-0.840864,48.9174,0.61974,-1,Warning
11,0.163285,6.34057,0.313364,1,Normal
13,0.665752,39.8743,0.352585,1,Normal
16,-1.31018,43.1607,0.436344,-1,Normal
14,2.82622,67.7998,0.823858,1,Normal
6,-1.5064,24.4687,0.687435,-1,Warning
6,0.809279,86.4734,0.352645,1,Normal
2,2.13978,0,0.905123,1,Warning
11,3,45.0919,1,1,Warning
9,-0.275365,40.4087,0.478364,-1,Normal
0,-2.6149,60.8023,1,-1,Warning
0,-2.69176,45.33,1,-1,Warning
6,-0.115861,27.0538,0.651812,-1,Normal
0,2.64537,30.6567,0.522245,1,Normal
9,-2.91016,14.8198,0.654647,-1,Warning
3,3,30.0984,0.311584,1,Normal
2,-2.84667,22.7233,1,-1,Warning
22,-0.748274,42.7151,0.167154,-1,Normal
5,0.239498,31.1136,0.489261,1,Normal
10,-1.67647,46.9101,0.970789,-1,Warning
10,0.177806,6.33958,0.445811,1,Normal
2,0.138904,56.7575,0.356978,1,Normal
1,-1.667,18.0573,0.331929,-1,Normal
10,0.199923,43.7879,0.585654,1,Normal
18,2.97477,20.1751,0.80314,1,Normal
16,0.467141,12.6551,0.0930185,1,Normal
9,1.20649,49.2697,0.787187,1,Normal
21,0.384764,28.549,0.0296117,1,Normal
2,1.66099,38.2758,0.765759,1,Normal
9,0.20798,46.8678,0,1,Normal
7,1.30703,8.18529,0.965203,1,Normal
14,0.131266,61.4952,0.37503,1,Normal
4,0.952536,50.7707,0.0820763,1,Normal
8,0.633119,0,0.311862,1,Normal
13,3.14296,27.5468,0.851086,1,Normal
12,0.585101,46.4585,0.272646,1,Normal
0,-2.81014,51.4396,0.412876,-1,Normal
9,-1.71799,18.7267,1,-1,Warning
3,0.122241,37.998,0.335633,1,Normal
5,0.809028,49.9031,0.113021,1,Normal
13,-2.60191,72.0322,0.820543,-1,Warning
21,-2.88868,0.543063,0.940771,-1,Warning
8,-2.13399,44.6913,0.62464,-1,Warning
16,-3.78203,29.9665,0.56808,-1,Warning
4,0.161272,39.994,0.162605,1,Normal
10,-0.256424,65.9019,0.108221,-1,Normal
4,0.627245,68.4301,0.590768,1,Normal
17,-1.19968,60.8514,0.817102,-1,Warning
6,-0.839112,17.1389,0.165743,-1,Normal
12,0.647706,49.3543,0,1,Normal
15,-0.675959,30.7837,0.757672,-1,Warning
20,2.22439,37.9346,0.639028,1,Normal
14,-0.902431,38.4757,0.63629,-1,Warning
2,0.0982188,28.3133,0.211489,1,Normal
6,-0.365728,71.0949,0.370526,-1,Normal
14,2.30609,46.8655,0.566741,1,Normal
2,-1.93377,59.1741,1,-1,Warning
22,-2.4648,33.8185,0.615164,-1,Warning
11,-2.11799,30.4793,0.781101,-1,Warning
3,2.02134,27.8823,1,1,Warning
22,0.888434,59.452,0.677046,1,Normal
22,-1.49538,18.7552,1,-1,Warning
7,1.68888,22.8164,1,1,Warning
